date,equity,positions,cash_weight
2023-01-19,15.718043911945838,10,0.0
2023-01-20,15.652442833134916,10,0.0
2023-01-23,15.224113850501949,10,0.0
2023-01-24,15.118961903993231,10,0.0
2023-01-25,15.019248507295579,10,0.0
2023-01-26,15.010085472277085,10,0.0
2023-01-27,15.07980344010349,10,0.0
2023-01-30,14.744226327221211,10,0.0
2023-01-31,14.183756119780586,10,0.0
2023-02-01,13.429719098210528,10,0.0
2023-02-02,13.57765445699886,10,0.0
2023-02-03,14.01972573318772,10,0.0
2023-02-06,13.527460364443481,10,0.0
2023-02-07,12.219084428838963,10,0.0
2023-02-08,11.086186346481663,10,0.0
2023-02-15,13.372163562138981,10,0.0
2023-02-16,13.303072554383325,10,0.0
2023-02-17,13.306725750033873,10,0.0
2023-02-20,13.838499086820413,10,0.0
2023-02-21,13.66896500398717,10,0.0
2023-02-22,13.597574721129428,10,0.0
2023-02-23,13.9732067451118,10,0.0
2023-02-24,13.79504250860589,10,0.0
2023-02-27,14.106676880165645,10,0.0
2023-02-28,14.291752670982303,10,0.0
2023-03-01,14.600104402110095,10,0.0
2023-03-02,14.397631362074463,10,0.0
2023-03-03,14.135039426071902,10,0.0
2023-03-06,14.554614968293361,10,0.0
2023-03-07,14.507894089460638,10,0.0
2023-03-08,14.347168088328237,10,0.0
2023-03-09,14.499861844469779,10,0.0
2023-03-10,14.417455049320436,10,0.0
2023-03-13,14.293733158426438,10,0.0
2023-03-14,13.696773316375003,10,0.0
2023-03-15,13.3588029670386,10,0.0
2023-03-16,13.663696357701111,10,0.0
2023-03-17,13.66136368995455,10,0.0
2023-03-20,13.107126083631062,10,0.0
2023-03-21,12.937328239801014,10,0.0
2023-03-22,13.138350698531148,10,0.0
2023-03-23,13.377208901935564,10,0.0
2023-03-24,13.23146047545157,10,0.0
2023-03-27,12.965305209895716,10,0.0
2023-03-28,12.216694065443336,10,0.0
2023-03-29,12.533945799488917,10,0.0
2023-03-30,12.366105899146605,10,0.0
2023-03-31,12.064108067782659,10,0.0
2023-04-03,12.162696201288709,10,0.0
2023-04-04,12.46124256935671,10,0.0
2023-04-05,12.332227739297945,10,0.0
2023-04-06,12.389220974145639,10,0.0
2023-04-07,12.722522635294366,10,0.0
2023-04-10,13.552236047244984,10,0.0
2023-04-11,13.669604826273993,10,0.0
2023-04-12,13.51914842311005,10,0.0
2023-04-13,13.6370311607123,10,0.0
2023-04-14,13.500616520505655,10,0.0
2023-04-17,13.353172157738978,10,0.0
2023-04-18,13.081464765753788,10,0.0
2023-04-19,13.26508250768582,10,0.0
2023-04-20,13.085631344152647,10,0.0
2023-04-24,13.05570265132703,10,0.0
2023-04-25,12.771304610618333,10,0.0
2023-04-26,12.551242058769517,10,0.0
2023-04-27,12.683715072904592,10,0.0
2023-04-28,12.136860076543988,10,0.0
2023-05-02,11.641436191011648,10,0.0
2023-05-03,11.270830457760404,10,0.0
2023-05-04,11.393533123835104,10,0.0
2023-05-05,11.114752304669947,10,0.0
2023-05-08,11.300017726021645,10,0.0
2023-05-09,10.991546641375354,10,0.0
2023-05-10,10.812873827714492,10,0.0
2023-05-11,11.360090625294655,10,0.0
2023-05-12,11.113111254997271,10,0.0
2023-05-15,10.85681415048534,10,0.0
2023-05-16,11.486677140666126,10,0.0
2023-05-17,11.860860609277255,10,0.0
2023-05-18,11.422860042799384,10,0.0
2023-05-22,11.778859286605831,10,0.0
2023-05-23,11.896737350292446,10,0.0
2023-05-24,11.828718271804233,10,0.0
2023-05-25,11.980273700151772,10,0.0
2023-05-26,12.314959766729844,10,0.0
2023-05-29,12.814692215846007,10,0.0
2023-05-30,13.061423783872353,10,0.0
2023-05-31,13.25303195700301,10,0.0
2023-06-01,13.610069812098955,10,0.0
2023-06-02,13.98131271035601,10,0.0
2023-06-05,14.933258374884026,10,0.0
2023-06-06,14.836725589842974,10,0.0
2023-06-07,15.08618883569624,10,0.0
2023-06-08,15.197867106274268,10,0.0
2023-06-09,15.555182106311786,10,0.0
2023-06-12,15.51397501570781,10,0.0
2023-06-13,14.772945869575038,10,0.0
2023-06-14,14.796036254673576,10,0.0
2023-06-15,15.117887871042157,10,0.0
2023-06-16,15.082633799062869,10,0.0
2023-06-19,14.466256677069616,10,0.0
2023-06-20,14.357001629292915,10,0.0
2023-06-21,14.19948160406048,10,0.0
2023-06-22,14.89439813186378,10,0.0
2023-06-23,15.302237768743597,10,0.0
2023-06-26,15.789440431647638,10,0.0
2023-06-27,15.94267553560744,10,0.0
2023-07-03,16.645713474441667,10,0.0
2023-07-04,16.580381888363153,10,0.0
2023-07-05,16.791796590796675,10,0.0
2023-07-06,16.738006807664064,10,0.0
2023-07-07,17.059017645587577,10,0.0
2023-07-10,17.63499196326362,10,0.0
2023-07-11,17.58269640313578,10,0.0
2023-07-12,17.333464131860737,10,0.0
2023-07-13,17.446946858229847,10,0.0
2023-07-14,17.804242968723482,10,0.0
2023-07-17,18.39753906048057,10,0.0
2023-07-18,17.8135270737213,10,0.0
2023-07-19,18.439772019332974,10,0.0
2023-07-20,19.000473609511022,10,0.0
2023-07-21,19.171483284805145,10,0.0
2023-07-24,19.798598461933242,10,0.0
2023-07-25,19.33751403519798,10,0.0
2023-07-26,19.4261181827988,10,0.0
2023-07-27,19.712940658948888,10,0.0
2023-07-28,19.95488687293158,10,0.0
2023-07-31,20.487269627612573,10,0.0
2023-08-01,20.351243069145365,10,0.0
2023-08-02,20.625210307048885,10,0.0
2023-08-03,21.13186833244059,10,0.0
2023-08-04,21.326405706223053,10,0.0
2023-08-07,21.60776159435792,10,0.0
2023-08-08,21.98750259040288,10,0.0
2023-08-09,22.509950578151912,10,0.0
2023-08-10,22.391672947162593,10,0.0
2023-08-11,23.411955093498616,10,0.0
2023-08-14,23.84879498600495,10,0.0
2023-08-15,23.28093968066465,10,0.0
2023-08-16,22.832831211044063,10,0.0
2023-08-17,23.02603007479354,10,0.0
2023-08-18,22.17349849673063,10,0.0
2023-08-21,23.1258268187797,10,0.0
2023-08-22,23.64680712791749,10,0.0
2023-08-23,22.99919590430232,10,0.0
2023-08-24,22.161993159564712,10,0.0
2023-08-25,23.414598714149356,10,0.0
2023-08-28,24.150299030036063,10,0.0
2023-08-29,24.496134313804397,10,0.0
2023-08-31,25.78589073251831,10,0.0
2023-09-01,26.600085386397915,10,0.0
2023-09-04,27.562154706815672,10,0.0
2023-09-05,27.770686984951727,10,0.0
2023-09-06,27.692738279911563,10,0.0
2023-09-07,28.44778856667803,10,0.0
2023-09-08,27.80048086140463,10,0.0
2023-09-11,27.233149019826502,10,0.0
2023-09-12,27.66794744593212,10,0.0
2023-09-13,27.48598144703237,10,0.0
2023-09-14,28.32754522634052,10,0.0
2023-09-15,27.987779660621136,10,0.0
2023-09-18,27.59466381233542,10,0.0
2023-09-19,28.18917368506895,10,0.0
2023-09-20,28.828249887513252,10,0.0
2023-09-21,30.43546174385826,10,0.0
2023-09-22,31.581849689545987,10,0.0
2023-09-25,33.295466095376895,10,0.0
2023-09-26,31.997808605757665,10,0.0
2023-09-27,31.5154015087194,10,0.0
2023-09-28,30.57049806931435,10,0.0
2023-09-29,30.031208682829895,10,0.0
2023-10-02,30.98508433056966,10,0.0
2023-10-03,31.191112486128226,10,0.0
2023-10-04,30.52974771474492,10,0.0
2023-10-05,30.87783921782196,10,0.0
2023-10-06,30.927488991969575,10,0.0
2023-10-09,29.221485336488342,10,0.0
2023-10-10,30.723837401811206,10,0.0
2023-10-11,30.40983219991586,10,0.0
2023-10-12,30.587406037496958,10,0.0
2023-10-13,29.84910099314643,10,0.0
2023-10-16,28.50312235347001,10,0.0
2023-10-17,29.934209334057968,10,0.0
2023-10-18,29.585822803891794,10,0.0
2023-10-19,29.79919603160183,10,0.0
2023-10-20,28.610598066537865,10,0.0
2023-10-23,30.063764180563375,10,0.0
2023-10-24,31.32736771690689,10,0.0
2023-10-25,28.804090758839326,10,0.0
2023-10-26,30.77873445259945,10,0.0
2023-10-27,31.5522034197361,10,0.0
2023-10-30,32.24408024213407,10,0.0
2023-10-31,31.217187006926437,10,0.0
2023-11-01,30.00471386200527,10,0.0
2023-11-02,30.60154489295647,10,0.0
2023-11-03,30.02790428590148,10,0.0
2023-11-06,30.112685082015354,10,0.0
2023-11-07,30.11795938641853,10,0.0
2023-11-08,30.09469613197754,10,0.0
2023-11-09,29.83186605666901,10,0.0
2023-11-10,29.387871806840312,10,0.0
2023-11-13,29.095008807015283,10,0.0
2023-11-14,29.37580200314875,10,0.0
